394496 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461 <unfinished ...>
395596 write(8, "TID = \n395596\n", 14) = 14
395596 write(3, "INFO:werkzeug:TID = \n395596\n", 28) = 28
395596 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395596 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395596 write(8, "LOG_STOP_wsgi, TS=1715880544.477"..., 36) = 36
395596 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
395596 write(1, "#*# REQ_SEND\n", 13)   = 13
395596 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
395596 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395631 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
395631 write(8, "LOG_START_wsgi ,TS=1715880544.55"..., 38) = 38
395631 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395631 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
395631 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
395631 write(8, "PID = \n394037\n", 14) = 14
395631 write(3, "INFO:werkzeug:PID = \n394037\n", 28) = 28
395631 write(8, "TID = \n395631\n", 14) = 14
395631 write(3, "INFO:werkzeug:TID = \n395631\n", 28) = 28
395631 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395631 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395631 write(8, "LOG_STOP_wsgi, TS=1715880544.557"..., 37) = 37
395631 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
395631 write(1, "#*# REQ_SEND\n", 13)   = 13
395631 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
395631 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395564 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
395564 write(2, "{\"message\": \"Response <Response "..., 216) = 216
395564 write(1, "*#* RES_REC\n", 12)    = 12
395564 write(8, "REC_DATA_SIZE=13259\n", 20) = 20
395564 write(3, "INFO:werkzeug:REC_DATA_SIZE=1325"..., 34) = 34
395564 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
395564 write(8, "10.5.30.76 - - [16/May/2024 22:5"..., 75) = 75
395564 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
395571 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
395572 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
395571 write(2, "{\"message\": \"Response <Response "..., 216) = 216
395571 write(1, "*#* RES_REC\n", 12 <unfinished ...>
395572 write(2, "{\"message\": \"Response <Response "..., 216 <unfinished ...>
395571 write(8, "REC_DATA_SIZE=12798\n", 20 <unfinished ...>
395572 write(1, "*#* RES_REC\n", 12 <unfinished ...>
395571 write(3, "INFO:werkzeug:REC_DATA_SIZE=1279"..., 34) = 34
395572 write(8, "REC_DATA_SIZE=11872\n", 20) = 20
395572 write(3, "INFO:werkzeug:REC_DATA_SIZE=1187"..., 34) = 34
395571 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
395571 write(8, "10.5.30.76 - - [16/May/2024 22:5"..., 75) = 75
395572 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
395572 write(8, "10.5.30.76 - - [16/May/2024 22:5"..., 75) = 75
395571 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
395572 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
395567 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
395567 write(2, "{\"message\": \"Response <Response "..., 216) = 216
395567 write(1, "*#* RES_REC\n", 12)    = 12
395567 write(8, "REC_DATA_SIZE=11286\n", 20) = 20
395567 write(3, "INFO:werkzeug:REC_DATA_SIZE=1128"..., 34) = 34
395567 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
395567 write(8, "10.5.30.76 - - [16/May/2024 22:5"..., 75) = 75
395567 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
395576 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
395576 write(2, "{\"message\": \"Response <Response "..., 216) = 216
395576 write(1, "*#* RES_REC\n", 12)    = 12
395576 write(8, "REC_DATA_SIZE=12110\n", 20) = 20
395576 write(3, "INFO:werkzeug:REC_DATA_SIZE=1211"..., 34) = 34
395576 write(3, "INFO:jaeger_tracing:Reporting sp"..., 111) = 111
395576 write(8, "10.5.30.76 - - [16/May/2024 22:5"..., 75) = 75
395576 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
395582 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
395582 write(2, "{\"message\": \"Response <Response "..., 216) = 216
395582 write(1, "*#* RES_REC\n", 12)    = 12
395582 write(8, "REC_DATA_SIZE=12700\n", 20) = 20
395582 write(3, "INFO:werkzeug:REC_DATA_SIZE=1270"..., 34) = 34
395582 write(3, "INFO:jaeger_tracing:Reporting sp"..., 111) = 111
395582 write(8, "10.5.30.76 - - [16/May/2024 22:5"..., 75) = 75
395582 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
395579 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
395579 write(2, "{\"message\": \"Response <Response "..., 216) = 216
395579 write(1, "*#* RES_REC\n", 12)    = 12
395579 write(8, "REC_DATA_SIZE=12036\n", 20) = 20
395579 write(3, "INFO:werkzeug:REC_DATA_SIZE=1203"..., 34) = 34
395579 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
395579 write(8, "10.5.30.76 - - [16/May/2024 22:5"..., 75) = 75
395579 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
395585 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
395585 write(2, "{\"message\": \"Response <Response "..., 216) = 216
395585 write(1, "*#* RES_REC\n", 12)    = 12
395585 write(8, "REC_DATA_SIZE=11661\n", 20) = 20
395585 write(3, "INFO:werkzeug:REC_DATA_SIZE=1166"..., 34) = 34
395585 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
395585 write(8, "10.5.30.76 - - [16/May/2024 22:5"..., 75) = 75
395585 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
395596 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
395596 write(2, "{\"message\": \"Response <Response "..., 216) = 216
395596 write(1, "*#* RES_REC\n", 12)    = 12
395596 write(8, "REC_DATA_SIZE=12724\n", 20) = 20
395596 write(3, "INFO:werkzeug:REC_DATA_SIZE=1272"..., 34) = 34
395596 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
395596 write(8, "10.5.30.76 - - [16/May/2024 22:5"..., 75) = 75
395596 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
395631 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
395631 write(2, "{\"message\": \"Response <Response "..., 216) = 216
395631 write(1, "*#* RES_REC\n", 12)    = 12
395631 write(8, "REC_DATA_SIZE=11822\n", 20) = 20
395631 write(3, "INFO:werkzeug:REC_DATA_SIZE=1182"..., 34) = 34
395631 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
395631 write(8, "10.5.30.76 - - [16/May/2024 22:5"..., 75) = 75
395631 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
395667 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
395667 write(8, "LOG_START_wsgi ,TS=1715880545.73"..., 38) = 38
395667 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395667 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
395667 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
395667 write(8, "PID = \n394037\n", 14) = 14
395667 write(3, "INFO:werkzeug:PID = \n394037\n", 28) = 28
395667 write(8, "TID = \n395667\n", 14) = 14
395667 write(3, "INFO:werkzeug:TID = \n395667\n", 28) = 28
395667 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395667 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395667 write(8, "LOG_STOP_wsgi, TS=1715880545.737"..., 37) = 37
395667 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
395667 write(1, "#*# REQ_SEND\n", 13)   = 13
395667 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
395667 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395673 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 460 <unfinished ...>
395673 write(8, "LOG_START_wsgi ,TS=1715880545.95"..., 37) = 37
395673 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51 <unfinished ...>
395673 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
395674 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461 <unfinished ...>
395673 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236 <unfinished ...>
395674 write(8, "LOG_START_wsgi ,TS=1715880545.95"..., 38) = 38
395674 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395673 write(8, "PID = \n394037\n", 14) = 14
395673 write(3, "INFO:werkzeug:PID = \n394037\n", 28 <unfinished ...>
395674 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222 <unfinished ...>
395674 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
395673 write(8, "TID = \n395673\n", 14) = 14
395673 write(3, "INFO:werkzeug:TID = \n395673\n", 28 <unfinished ...>
395674 write(8, "PID = \n394037\n", 14 <unfinished ...>
395674 write(3, "INFO:werkzeug:PID = \n394037\n", 28) = 28
395673 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395673 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
395674 write(8, "TID = \n395674\n", 14 <unfinished ...>
395674 write(3, "INFO:werkzeug:TID = \n395674\n", 28) = 28
395673 write(8, "LOG_STOP_wsgi, TS=1715880545.955"..., 36) = 36
395673 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50 <unfinished ...>
395674 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395673 write(1, "#*# REQ_SEND\n", 13)   = 13
395673 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
395674 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395674 write(8, "LOG_STOP_wsgi, TS=1715880545.956"..., 37) = 37
395675 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
395674 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
395675 write(8, "LOG_START_wsgi ,TS=1715880545.95"..., 38) = 38
395676 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
395674 write(1, "#*# REQ_SEND\n", 13)   = 13
395673 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395674 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
395675 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395676 write(8, "LOG_START_wsgi ,TS=1715880545.96"..., 38) = 38
395676 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395675 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
395674 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395676 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
395675 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
395675 write(8, "PID = \n394037\n", 14) = 14
395676 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
395676 write(8, "PID = \n394037\n", 14) = 14
395675 write(3, "INFO:werkzeug:PID = \n394037\n", 28 <unfinished ...>
395675 write(8, "TID = \n395675\n", 14) = 14
395676 write(3, "INFO:werkzeug:PID = \n394037\n", 28) = 28
395675 write(3, "INFO:werkzeug:TID = \n395675\n", 28) = 28
395676 write(8, "TID = \n395676\n", 14) = 14
395676 write(3, "INFO:werkzeug:TID = \n395676\n", 28) = 28
395675 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395675 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
395676 write(8, "post_data_form = \nImmutableMulti"..., 41 <unfinished ...>
395676 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395675 write(8, "LOG_STOP_wsgi, TS=1715880545.959"..., 37) = 37
395675 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51 <unfinished ...>
395676 write(8, "LOG_STOP_wsgi, TS=1715880545.961"..., 37 <unfinished ...>
395675 write(1, "#*# REQ_SEND\n", 13 <unfinished ...>
395676 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51 <unfinished ...>
395675 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
395676 write(1, "#*# REQ_SEND\n", 13)   = 13
395676 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
395675 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395676 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395682 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
395682 write(8, "LOG_START_wsgi ,TS=1715880546.01"..., 38) = 38
395682 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395682 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
395682 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
395682 write(8, "PID = \n394037\n", 14) = 14
395682 write(3, "INFO:werkzeug:PID = \n394037\n", 28) = 28
395682 write(8, "TID = \n395682\n", 14) = 14
395682 write(3, "INFO:werkzeug:TID = \n395682\n", 28) = 28
395682 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395682 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395682 write(8, "LOG_STOP_wsgi, TS=1715880546.017"..., 37) = 37
395682 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
395682 write(1, "#*# REQ_SEND\n", 13)   = 13
395682 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
395682 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395685 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
395685 write(8, "LOG_START_wsgi ,TS=1715880546.03"..., 38) = 38
395685 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395685 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
395685 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
395685 write(8, "PID = \n394037\n", 14) = 14
395685 write(3, "INFO:werkzeug:PID = \n394037\n", 28) = 28
395685 write(8, "TID = \n395685\n", 14) = 14
395685 write(3, "INFO:werkzeug:TID = \n395685\n", 28) = 28
395685 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395685 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395685 write(8, "LOG_STOP_wsgi, TS=1715880546.035"..., 37) = 37
395685 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
395685 write(1, "#*# REQ_SEND\n", 13)   = 13
395685 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
395685 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395688 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 460) = 460
395688 write(8, "LOG_START_wsgi ,TS=1715880546.15"..., 37) = 37
395688 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
395688 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
395688 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
395688 write(8, "PID = \n394037\n", 14) = 14
395688 write(3, "INFO:werkzeug:PID = \n394037\n", 28) = 28
395688 write(8, "TID = \n395688\n", 14) = 14
395688 write(3, "INFO:werkzeug:TID = \n395688\n", 28) = 28
395688 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395688 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395688 write(8, "LOG_STOP_wsgi, TS=1715880546.153"..., 36) = 36
395688 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
395688 write(1, "#*# REQ_SEND\n", 13)   = 13
395688 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
395688 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395691 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
395691 write(8, "LOG_START_wsgi ,TS=1715880546.45"..., 38) = 38
395691 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395691 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
395691 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
395691 write(8, "PID = \n394037\n", 14) = 14
395691 write(3, "INFO:werkzeug:PID = \n394037\n", 28) = 28
395691 write(8, "TID = \n395691\n", 14) = 14
395691 write(3, "INFO:werkzeug:TID = \n395691\n", 28) = 28
395691 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395691 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395691 write(8, "LOG_STOP_wsgi, TS=1715880546.454"..., 37) = 37
395691 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
395691 write(1, "#*# REQ_SEND\n", 13)   = 13
395691 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
395691 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395694 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
395694 write(8, "LOG_START_wsgi ,TS=1715880546.54"..., 38) = 38
395694 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395694 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
395694 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
395694 write(8, "PID = \n394037\n", 14) = 14
395694 write(3, "INFO:werkzeug:PID = \n394037\n", 28) = 28
395694 write(8, "TID = \n395694\n", 14) = 14
395694 write(3, "INFO:werkzeug:TID = \n395694\n", 28) = 28
395694 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395694 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395694 write(8, "LOG_STOP_wsgi, TS=1715880546.547"..., 37) = 37
395694 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
395694 write(1, "#*# REQ_SEND\n", 13)   = 13
395694 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
395694 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395667 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
395667 write(2, "{\"message\": \"Response <Response "..., 216) = 216
395667 write(1, "*#* RES_REC\n", 12)    = 12
395667 write(8, "REC_DATA_SIZE=11736\n", 20) = 20
395667 write(3, "INFO:werkzeug:REC_DATA_SIZE=1173"..., 34) = 34
395667 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
395667 write(8, "10.5.30.76 - - [16/May/2024 22:5"..., 75) = 75
395667 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
395673 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
395673 write(2, "{\"message\": \"Response <Response "..., 216) = 216
395673 write(1, "*#* RES_REC\n", 12)    = 12
395673 write(8, "REC_DATA_SIZE=12693\n", 20) = 20
395676 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
395673 write(3, "INFO:werkzeug:REC_DATA_SIZE=1269"..., 34) = 34
395676 write(2, "{\"message\": \"Response <Response "..., 216) = 216
395673 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
395676 write(1, "*#* RES_REC\n", 12)    = 12
395673 write(8, "10.5.30.76 - - [16/May/2024 22:5"..., 75) = 75
395673 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
395676 write(8, "REC_DATA_SIZE=11947\n", 20) = 20
395676 write(3, "INFO:werkzeug:REC_DATA_SIZE=1194"..., 34) = 34
395676 write(3, "INFO:jaeger_tracing:Reporting sp"..., 111) = 111
395676 write(8, "10.5.30.76 - - [16/May/2024 22:5"..., 75) = 75
395676 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
395674 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
395674 write(2, "{\"message\": \"Response <Response "..., 216) = 216
395674 write(1, "*#* RES_REC\n", 12)    = 12
395674 write(8, "REC_DATA_SIZE=13292\n", 20) = 20
395674 write(3, "INFO:werkzeug:REC_DATA_SIZE=1329"..., 34) = 34
395674 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
395674 write(8, "10.5.30.76 - - [16/May/2024 22:5"..., 75) = 75
395674 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
395682 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
395682 write(2, "{\"message\": \"Response <Response "..., 216) = 216
395682 write(1, "*#* RES_REC\n", 12)    = 12
395682 write(8, "REC_DATA_SIZE=11801\n", 20) = 20
395682 write(3, "INFO:werkzeug:REC_DATA_SIZE=1180"..., 34) = 34
395682 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
395682 write(8, "10.5.30.76 - - [16/May/2024 22:5"..., 75) = 75
395682 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
395685 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
395685 write(2, "{\"message\": \"Response <Response "..., 216) = 216
395685 write(1, "*#* RES_REC\n", 12)    = 12
395685 write(8, "REC_DATA_SIZE=12206\n", 20) = 20
395685 write(3, "INFO:werkzeug:REC_DATA_SIZE=1220"..., 34) = 34
395685 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
395685 write(8, "10.5.30.76 - - [16/May/2024 22:5"..., 75) = 75
395685 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
395675 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
395675 write(2, "{\"message\": \"Response <Response "..., 216) = 216
395675 write(1, "*#* RES_REC\n", 12)    = 12
395675 write(8, "REC_DATA_SIZE=12527\n", 20) = 20
395675 write(3, "INFO:werkzeug:REC_DATA_SIZE=1252"..., 34) = 34
395675 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
395675 write(8, "10.5.30.76 - - [16/May/2024 22:5"..., 75) = 75
395675 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
395688 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
395688 write(2, "{\"message\": \"Response <Response "..., 216) = 216
395688 write(1, "*#* RES_REC\n", 12)    = 12
395688 write(8, "REC_DATA_SIZE=12043\n", 20) = 20
395688 write(3, "INFO:werkzeug:REC_DATA_SIZE=1204"..., 34) = 34
395688 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
395688 write(8, "10.5.30.76 - - [16/May/2024 22:5"..., 75) = 75
395688 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
395691 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
395691 write(2, "{\"message\": \"Response <Response "..., 216) = 216
395691 write(1, "*#* RES_REC\n", 12)    = 12
395691 write(8, "REC_DATA_SIZE=12149\n", 20) = 20
395691 write(3, "INFO:werkzeug:REC_DATA_SIZE=1214"..., 34) = 34
395691 write(3, "INFO:jaeger_tracing:Reporting sp"..., 111) = 111
395691 write(8, "10.5.30.76 - - [16/May/2024 22:5"..., 75) = 75
395691 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
395694 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
395694 write(2, "{\"message\": \"Response <Response "..., 216) = 216
395694 write(1, "*#* RES_REC\n", 12)    = 12
395694 write(8, "REC_DATA_SIZE=11991\n", 20) = 20
395694 write(3, "INFO:werkzeug:REC_DATA_SIZE=1199"..., 34) = 34
395694 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
395694 write(8, "10.5.30.76 - - [16/May/2024 22:5"..., 75) = 75
395694 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
395698 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
395698 write(8, "LOG_START_wsgi ,TS=1715880547.64"..., 38) = 38
395698 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395698 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
395698 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
395698 write(8, "PID = \n394037\n", 14) = 14
395698 write(3, "INFO:werkzeug:PID = \n394037\n", 28) = 28
395698 write(8, "TID = \n395698\n", 14) = 14
395698 write(3, "INFO:werkzeug:TID = \n395698\n", 28) = 28
395698 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395698 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395698 write(8, "LOG_STOP_wsgi, TS=1715880547.644"..., 37) = 37
395698 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
395698 write(1, "#*# REQ_SEND\n", 13)   = 13
395698 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
395698 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395702 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
395702 write(8, "LOG_START_wsgi ,TS=1715880547.87"..., 38) = 38
395702 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395702 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
395702 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
395702 write(8, "PID = \n394037\n", 14) = 14
395702 write(3, "INFO:werkzeug:PID = \n394037\n", 28) = 28
395702 write(8, "TID = \n395702\n", 14) = 14
395702 write(3, "INFO:werkzeug:TID = \n395702\n", 28) = 28
395702 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395702 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395703 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
395702 write(8, "LOG_STOP_wsgi, TS=1715880547.879"..., 37) = 37
395702 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51 <unfinished ...>
395703 write(8, "LOG_START_wsgi ,TS=1715880547.88"..., 38 <unfinished ...>
395702 write(1, "#*# REQ_SEND\n", 13)   = 13
395703 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395702 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
395703 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
395703 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
395703 write(8, "PID = \n394037\n", 14) = 14
395702 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395703 write(3, "INFO:werkzeug:PID = \n394037\n", 28) = 28
395703 write(8, "TID = \n395703\n", 14) = 14
395703 write(3, "INFO:werkzeug:TID = \n395703\n", 28) = 28
395703 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395703 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
395703 write(8, "LOG_STOP_wsgi, TS=1715880547.881"..., 37) = 37
