394486 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365 <unfinished ...>
395474 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395479 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 364 <unfinished ...>
395479 write(8, "LOG_START_wsgi ,TS=1715880540.03"..., 37) = 37
395479 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51 <unfinished ...>
395479 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
395479 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
395481 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
395479 write(8, "PID = \n394017\n", 14) = 14
395479 write(3, "INFO:werkzeug:PID = \n394017\n", 28) = 28
395481 write(8, "LOG_START_wsgi ,TS=1715880540.03"..., 38) = 38
395481 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395479 write(8, "TID = \n395479\n", 14) = 14
395479 write(3, "INFO:werkzeug:TID = \n395479\n", 28 <unfinished ...>
395481 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146 <unfinished ...>
395481 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160 <unfinished ...>
395479 write(8, "post_data_form = \nImmutableMulti"..., 41 <unfinished ...>
395479 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
395481 write(8, "PID = \n394017\n", 14 <unfinished ...>
395481 write(3, "INFO:werkzeug:PID = \n394017\n", 28 <unfinished ...>
395479 write(8, "LOG_STOP_wsgi, TS=1715880540.030"..., 36 <unfinished ...>
395479 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
395481 write(8, "TID = \n395481\n", 14 <unfinished ...>
395479 write(1, "#*# REQ_SEND\n", 13 <unfinished ...>
395481 write(3, "INFO:werkzeug:TID = \n395481\n", 28) = 28
395479 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
395481 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395481 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395481 write(8, "LOG_STOP_wsgi, TS=1715880540.033"..., 37) = 37
395479 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395481 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
395481 write(1, "#*# REQ_SEND\n", 13)   = 13
395481 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
395481 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395480 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
395480 write(8, "LOG_START_wsgi ,TS=1715880540.05"..., 38) = 38
395482 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365 <unfinished ...>
395480 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395480 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
395480 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
395482 write(8, "LOG_START_wsgi ,TS=1715880540.05"..., 38) = 38
395482 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52 <unfinished ...>
395480 write(8, "PID = \n394017\n", 14 <unfinished ...>
395480 write(3, "INFO:werkzeug:PID = \n394017\n", 28) = 28
395482 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
395482 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160 <unfinished ...>
395480 write(8, "TID = \n395480\n", 14 <unfinished ...>
395480 write(3, "INFO:werkzeug:TID = \n395480\n", 28) = 28
395482 write(8, "PID = \n394017\n", 14) = 14
395482 write(3, "INFO:werkzeug:PID = \n394017\n", 28 <unfinished ...>
395480 write(8, "post_data_form = \nImmutableMulti"..., 41 <unfinished ...>
395480 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395482 write(8, "TID = \n395482\n", 14) = 14
395482 write(3, "INFO:werkzeug:TID = \n395482\n", 28 <unfinished ...>
395480 write(8, "LOG_STOP_wsgi, TS=1715880540.051"..., 37 <unfinished ...>
395480 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
395482 write(8, "post_data_form = \nImmutableMulti"..., 41 <unfinished ...>
395480 write(1, "#*# REQ_SEND\n", 13 <unfinished ...>
395482 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395480 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
395482 write(8, "LOG_STOP_wsgi, TS=1715880540.052"..., 37) = 37
395482 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
395482 write(1, "#*# REQ_SEND\n", 13 <unfinished ...>
395480 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79 <unfinished ...>
395482 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
395482 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395491 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
395491 write(8, "LOG_START_wsgi ,TS=1715880540.14"..., 38) = 38
395491 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395491 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
395491 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
395491 write(8, "PID = \n394017\n", 14) = 14
395491 write(3, "INFO:werkzeug:PID = \n394017\n", 28) = 28
395491 write(8, "TID = \n395491\n", 14) = 14
395491 write(3, "INFO:werkzeug:TID = \n395491\n", 28) = 28
395491 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395491 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395491 write(8, "LOG_STOP_wsgi, TS=1715880540.146"..., 37) = 37
395491 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
395491 write(1, "#*# REQ_SEND\n", 13)   = 13
395491 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
395491 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395494 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
395494 write(8, "LOG_START_wsgi ,TS=1715880540.21"..., 38) = 38
395494 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395494 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
395494 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
395494 write(8, "PID = \n394017\n", 14) = 14
395494 write(3, "INFO:werkzeug:PID = \n394017\n", 28) = 28
395494 write(8, "TID = \n395494\n", 14) = 14
395494 write(3, "INFO:werkzeug:TID = \n395494\n", 28) = 28
395494 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395494 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395494 write(8, "LOG_STOP_wsgi, TS=1715880540.213"..., 37) = 37
395494 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
395494 write(1, "#*# REQ_SEND\n", 13)   = 13
395494 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
395494 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395497 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
395497 write(8, "LOG_START_wsgi ,TS=1715880540.36"..., 38) = 38
395497 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395497 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
395497 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
395497 write(8, "PID = \n394017\n", 14) = 14
395497 write(3, "INFO:werkzeug:PID = \n394017\n", 28) = 28
395497 write(8, "TID = \n395497\n", 14) = 14
395497 write(3, "INFO:werkzeug:TID = \n395497\n", 28) = 28
395497 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395497 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395497 write(8, "LOG_STOP_wsgi, TS=1715880540.361"..., 37) = 37
395497 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
395497 write(1, "#*# REQ_SEND\n", 13)   = 13
395497 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
395497 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395521 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
395521 write(8, "LOG_START_wsgi ,TS=1715880540.52"..., 38) = 38
395521 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395521 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
395521 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
395521 write(8, "PID = \n394017\n", 14) = 14
395521 write(3, "INFO:werkzeug:PID = \n394017\n", 28) = 28
395521 write(8, "TID = \n395521\n", 14) = 14
395521 write(3, "INFO:werkzeug:TID = \n395521\n", 28) = 28
395521 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395521 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395521 write(8, "LOG_STOP_wsgi, TS=1715880540.522"..., 37) = 37
395521 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
395521 write(1, "#*# REQ_SEND\n", 13)   = 13
395521 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
395521 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395474 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
395474 write(2, "{\"message\": \"Response <Response "..., 202) = 202
395474 write(1, "*#* RES_REC\n", 12)    = 12
395474 write(8, "REC_DATA_SIZE=13375\n", 20) = 20
395474 write(3, "INFO:werkzeug:REC_DATA_SIZE=1337"..., 34) = 34
395474 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
395474 write(8, "10.145.11.89 - - [16/May/2024 22"..., 69) = 69
395474 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
395473 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
395473 write(2, "{\"message\": \"Response <Response "..., 202) = 202
395473 write(1, "*#* RES_REC\n", 12)    = 12
395473 write(8, "REC_DATA_SIZE=12104\n", 20) = 20
395473 write(3, "INFO:werkzeug:REC_DATA_SIZE=1210"..., 34) = 34
395473 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
395473 write(8, "10.145.11.89 - - [16/May/2024 22"..., 69) = 69
395473 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
395479 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
395479 write(2, "{\"message\": \"Response <Response "..., 202) = 202
395479 write(1, "*#* RES_REC\n", 12)    = 12
395479 write(8, "REC_DATA_SIZE=11725\n", 20) = 20
395479 write(3, "INFO:werkzeug:REC_DATA_SIZE=1172"..., 34) = 34
395479 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
395479 write(8, "10.145.11.89 - - [16/May/2024 22"..., 69) = 69
395479 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
395482 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
395482 write(2, "{\"message\": \"Response <Response "..., 202) = 202
395482 write(1, "*#* RES_REC\n", 12)    = 12
395482 write(8, "REC_DATA_SIZE=12063\n", 20) = 20
395482 write(3, "INFO:werkzeug:REC_DATA_SIZE=1206"..., 34) = 34
395482 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
395482 write(8, "10.145.11.89 - - [16/May/2024 22"..., 69) = 69
395482 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
395481 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
395481 write(2, "{\"message\": \"Response <Response "..., 202) = 202
395481 write(1, "*#* RES_REC\n", 12)    = 12
395481 write(8, "REC_DATA_SIZE=12067\n", 20) = 20
395481 write(3, "INFO:werkzeug:REC_DATA_SIZE=1206"..., 34) = 34
395481 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
395481 write(8, "10.145.11.89 - - [16/May/2024 22"..., 69) = 69
395481 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
395480 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
395480 write(2, "{\"message\": \"Response <Response "..., 202) = 202
395480 write(1, "*#* RES_REC\n", 12)    = 12
395480 write(8, "REC_DATA_SIZE=12350\n", 20) = 20
395480 write(3, "INFO:werkzeug:REC_DATA_SIZE=1235"..., 34) = 34
395480 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
395480 write(8, "10.145.11.89 - - [16/May/2024 22"..., 69) = 69
395480 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
395491 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
395491 write(2, "{\"message\": \"Response <Response "..., 202) = 202
395491 write(1, "*#* RES_REC\n", 12)    = 12
395491 write(8, "REC_DATA_SIZE=12268\n", 20) = 20
395491 write(3, "INFO:werkzeug:REC_DATA_SIZE=1226"..., 34) = 34
395491 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
395491 write(8, "10.145.11.89 - - [16/May/2024 22"..., 69) = 69
395491 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
395494 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
395494 write(2, "{\"message\": \"Response <Response "..., 202) = 202
395494 write(1, "*#* RES_REC\n", 12)    = 12
395494 write(8, "REC_DATA_SIZE=13409\n", 20) = 20
395494 write(3, "INFO:werkzeug:REC_DATA_SIZE=1340"..., 34) = 34
395494 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
395494 write(8, "10.145.11.89 - - [16/May/2024 22"..., 69) = 69
395494 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
395497 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
395497 write(2, "{\"message\": \"Response <Response "..., 202) = 202
395497 write(1, "*#* RES_REC\n", 12)    = 12
395497 write(8, "REC_DATA_SIZE=12372\n", 20) = 20
395497 write(3, "INFO:werkzeug:REC_DATA_SIZE=1237"..., 34) = 34
395497 write(3, "INFO:jaeger_tracing:Reporting sp"..., 90) = 90
395497 write(8, "10.145.11.89 - - [16/May/2024 22"..., 69) = 69
395497 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
395521 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
395521 write(2, "{\"message\": \"Response <Response "..., 202) = 202
395521 write(1, "*#* RES_REC\n", 12)    = 12
395521 write(8, "REC_DATA_SIZE=12730\n", 20) = 20
395521 write(3, "INFO:werkzeug:REC_DATA_SIZE=1273"..., 34) = 34
395521 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
395521 write(8, "10.145.11.89 - - [16/May/2024 22"..., 69) = 69
395521 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
395532 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
395532 write(8, "LOG_START_wsgi ,TS=1715880541.81"..., 38) = 38
395532 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395532 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
395532 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
395532 write(8, "PID = \n394017\n", 14) = 14
395532 write(3, "INFO:werkzeug:PID = \n394017\n", 28) = 28
395532 write(8, "TID = \n395532\n", 14) = 14
395532 write(3, "INFO:werkzeug:TID = \n395532\n", 28) = 28
395532 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395532 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395532 write(8, "LOG_STOP_wsgi, TS=1715880541.817"..., 37) = 37
395532 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
395532 write(1, "#*# REQ_SEND\n", 13)   = 13
395532 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
395532 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395535 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
395535 write(8, "LOG_START_wsgi ,TS=1715880541.93"..., 38) = 38
395535 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395535 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
395535 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
395535 write(8, "PID = \n394017\n", 14) = 14
395535 write(3, "INFO:werkzeug:PID = \n394017\n", 28) = 28
395535 write(8, "TID = \n395535\n", 14) = 14
395535 write(3, "INFO:werkzeug:TID = \n395535\n", 28) = 28
395535 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395535 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395535 write(8, "LOG_STOP_wsgi, TS=1715880541.930"..., 37) = 37
395535 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
395535 write(1, "#*# REQ_SEND\n", 13)   = 13
395535 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
395535 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395538 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365 <unfinished ...>
395538 write(8, "LOG_START_wsgi ,TS=1715880541.97"..., 38) = 38
395538 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395538 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
395539 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365 <unfinished ...>
395538 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160 <unfinished ...>
395539 write(8, "LOG_START_wsgi ,TS=1715880541.97"..., 38) = 38
395539 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395538 write(8, "PID = \n394017\n", 14) = 14
395538 write(3, "INFO:werkzeug:PID = \n394017\n", 28 <unfinished ...>
395539 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146 <unfinished ...>
395539 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
395538 write(8, "TID = \n395538\n", 14) = 14
395538 write(3, "INFO:werkzeug:TID = \n395538\n", 28 <unfinished ...>
395539 write(8, "PID = \n394017\n", 14 <unfinished ...>
395539 write(3, "INFO:werkzeug:PID = \n394017\n", 28) = 28
395538 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395538 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
395539 write(8, "TID = \n395539\n", 14 <unfinished ...>
395539 write(3, "INFO:werkzeug:TID = \n395539\n", 28) = 28
395538 write(8, "LOG_STOP_wsgi, TS=1715880541.976"..., 37) = 37
395538 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51 <unfinished ...>
395539 write(8, "post_data_form = \nImmutableMulti"..., 41 <unfinished ...>
395538 write(1, "#*# REQ_SEND\n", 13 <unfinished ...>
395539 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
395538 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
395539 write(8, "LOG_STOP_wsgi, TS=1715880541.977"..., 37) = 37
395539 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
395539 write(1, "#*# REQ_SEND\n", 13)   = 13
395538 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395539 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
395539 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79 <unfinished ...>
395544 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
395544 write(8, "LOG_START_wsgi ,TS=1715880541.99"..., 38) = 38
395544 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395544 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
395544 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
395544 write(8, "PID = \n394017\n", 14) = 14
395544 write(3, "INFO:werkzeug:PID = \n394017\n", 28) = 28
395544 write(8, "TID = \n395544\n", 14) = 14
395544 write(3, "INFO:werkzeug:TID = \n395544\n", 28) = 28
395544 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395544 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395544 write(8, "LOG_STOP_wsgi, TS=1715880541.997"..., 37) = 37
395544 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
395544 write(1, "#*# REQ_SEND\n", 13)   = 13
395544 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
395544 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395547 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
395547 write(8, "LOG_START_wsgi ,TS=1715880542.07"..., 38) = 38
395547 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395547 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
395547 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
395547 write(8, "PID = \n394017\n", 14) = 14
395547 write(3, "INFO:werkzeug:PID = \n394017\n", 28) = 28
395547 write(8, "TID = \n395547\n", 14) = 14
395547 write(3, "INFO:werkzeug:TID = \n395547\n", 28) = 28
395547 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395547 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395547 write(8, "LOG_STOP_wsgi, TS=1715880542.075"..., 37) = 37
395547 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
395547 write(1, "#*# REQ_SEND\n", 13)   = 13
395547 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
395547 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395550 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
395550 write(8, "LOG_START_wsgi ,TS=1715880542.15"..., 38) = 38
395550 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395550 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
395550 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
395550 write(8, "PID = \n394017\n", 14) = 14
395550 write(3, "INFO:werkzeug:PID = \n394017\n", 28) = 28
395550 write(8, "TID = \n395550\n", 14) = 14
395550 write(3, "INFO:werkzeug:TID = \n395550\n", 28) = 28
395550 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395550 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395550 write(8, "LOG_STOP_wsgi, TS=1715880542.158"..., 37) = 37
395550 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
395550 write(1, "#*# REQ_SEND\n", 13)   = 13
395550 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
395550 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395553 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
395553 write(8, "LOG_START_wsgi ,TS=1715880542.17"..., 38) = 38
395553 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395553 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
395553 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
395553 write(8, "PID = \n394017\n", 14) = 14
395553 write(3, "INFO:werkzeug:PID = \n394017\n", 28) = 28
395553 write(8, "TID = \n395553\n", 14) = 14
395553 write(3, "INFO:werkzeug:TID = \n395553\n", 28) = 28
395553 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395553 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395553 write(8, "LOG_STOP_wsgi, TS=1715880542.171"..., 37) = 37
395553 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
395553 write(1, "#*# REQ_SEND\n", 13)   = 13
395553 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
395553 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395556 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
395556 write(8, "LOG_START_wsgi ,TS=1715880542.35"..., 38) = 38
395556 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395556 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
395556 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
395556 write(8, "PID = \n394017\n", 14) = 14
395556 write(3, "INFO:werkzeug:PID = \n394017\n", 28) = 28
395556 write(8, "TID = \n395556\n", 14) = 14
395556 write(3, "INFO:werkzeug:TID = \n395556\n", 28) = 28
395556 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395556 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395556 write(8, "LOG_STOP_wsgi, TS=1715880542.351"..., 37) = 37
395556 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
395556 write(1, "#*# REQ_SEND\n", 13)   = 13
395556 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
395556 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395559 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
395559 write(8, "LOG_START_wsgi ,TS=1715880542.55"..., 38) = 38
395559 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395559 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
395559 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
395559 write(8, "PID = \n394017\n", 14) = 14
395559 write(3, "INFO:werkzeug:PID = \n394017\n", 28) = 28
395559 write(8, "TID = \n395559\n", 14) = 14
395559 write(3, "INFO:werkzeug:TID = \n395559\n", 28) = 28
395559 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395559 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395559 write(8, "LOG_STOP_wsgi, TS=1715880542.558"..., 37) = 37
395559 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
395559 write(1, "#*# REQ_SEND\n", 13)   = 13
395559 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
395559 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395532 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
395532 write(2, "{\"message\": \"Response <Response "..., 202) = 202
395532 write(1, "*#* RES_REC\n", 12)    = 12
395532 write(8, "REC_DATA_SIZE=12409\n", 20) = 20
395532 write(3, "INFO:werkzeug:REC_DATA_SIZE=1240"..., 34) = 34
395532 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
395532 write(8, "10.145.11.89 - - [16/May/2024 22"..., 69) = 69
395532 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
395535 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
395535 write(2, "{\"message\": \"Response <Response "..., 202) = 202
395535 write(1, "*#* RES_REC\n", 12)    = 12
395535 write(8, "REC_DATA_SIZE=11853\n", 20) = 20
395535 write(3, "INFO:werkzeug:REC_DATA_SIZE=1185"..., 34) = 34
395535 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
395535 write(8, "10.145.11.89 - - [16/May/2024 22"..., 69) = 69
395535 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
395539 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
395539 write(2, "{\"message\": \"Response <Response "..., 202) = 202
395539 write(1, "*#* RES_REC\n", 12)    = 12
