359581 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
360160 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
360160 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
360160 write(8, "PID = \n358884\n", 14) = 14
360160 write(3, "INFO:werkzeug:PID = \n358884\n", 28) = 28
360160 write(8, "TID = \n360160\n", 14) = 14
360160 write(3, "INFO:werkzeug:TID = \n360160\n", 28) = 28
360160 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360160 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360160 write(8, "LOG_STOP_wsgi, TS=1715874636.900"..., 37) = 37
360160 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360160 write(1, "#*# REQ_SEND\n", 13)   = 13
360160 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
360160 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360163 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
360163 write(8, "LOG_START_wsgi ,TS=1715874636.90"..., 38) = 38
360163 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360163 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
360163 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
360163 write(8, "PID = \n358884\n", 14) = 14
360163 write(3, "INFO:werkzeug:PID = \n358884\n", 28) = 28
360163 write(8, "TID = \n360163\n", 14) = 14
360163 write(3, "INFO:werkzeug:TID = \n360163\n", 28) = 28
360163 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360163 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360163 write(8, "LOG_STOP_wsgi, TS=1715874636.907"..., 37) = 37
360163 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360163 write(1, "#*# REQ_SEND\n", 13)   = 13
360163 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
360163 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360166 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
360166 write(8, "LOG_START_wsgi ,TS=1715874636.96"..., 38) = 38
360166 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360166 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
360166 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
360166 write(8, "PID = \n358884\n", 14) = 14
360166 write(3, "INFO:werkzeug:PID = \n358884\n", 28) = 28
360166 write(8, "TID = \n360166\n", 14) = 14
360166 write(3, "INFO:werkzeug:TID = \n360166\n", 28) = 28
360166 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360166 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360166 write(8, "LOG_STOP_wsgi, TS=1715874636.962"..., 37) = 37
360166 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360166 write(1, "#*# REQ_SEND\n", 13)   = 13
360166 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
360166 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360148 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
360148 write(2, "{\"message\": \"Response <Response "..., 216) = 216
360148 write(1, "*#* RES_REC\n", 12)    = 12
360148 write(8, "REC_DATA_SIZE=11955\n", 20) = 20
360148 write(3, "INFO:werkzeug:REC_DATA_SIZE=1195"..., 34) = 34
360148 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
360148 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
360148 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
360169 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
360169 write(8, "LOG_START_wsgi ,TS=1715874637.68"..., 38) = 38
360169 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360169 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
360169 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
360169 write(8, "PID = \n358884\n", 14) = 14
360169 write(3, "INFO:werkzeug:PID = \n358884\n", 28) = 28
360169 write(8, "TID = \n360169\n", 14) = 14
360169 write(3, "INFO:werkzeug:TID = \n360169\n", 28) = 28
360169 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360169 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360169 write(8, "LOG_STOP_wsgi, TS=1715874637.680"..., 37) = 37
360169 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360169 write(1, "#*# REQ_SEND\n", 13)   = 13
360169 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
360169 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360151 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
360151 write(2, "{\"message\": \"Response <Response "..., 216) = 216
360151 write(1, "*#* RES_REC\n", 12)    = 12
360151 write(8, "REC_DATA_SIZE=12346\n", 20) = 20
360151 write(3, "INFO:werkzeug:REC_DATA_SIZE=1234"..., 34) = 34
360151 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
360151 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
360151 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
360154 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
360154 write(2, "{\"message\": \"Response <Response "..., 216) = 216
360154 write(1, "*#* RES_REC\n", 12)    = 12
360154 write(8, "REC_DATA_SIZE=12410\n", 20) = 20
360154 write(3, "INFO:werkzeug:REC_DATA_SIZE=1241"..., 34) = 34
360154 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
360154 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
360154 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
360157 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
360157 write(2, "{\"message\": \"Response <Response "..., 216) = 216
360157 write(1, "*#* RES_REC\n", 12)    = 12
360157 write(8, "REC_DATA_SIZE=12637\n", 20) = 20
360157 write(3, "INFO:werkzeug:REC_DATA_SIZE=1263"..., 34) = 34
360157 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
360157 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
360157 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
360172 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 460) = 460
360172 write(8, "LOG_START_wsgi ,TS=1715874637.73"..., 37) = 37
360172 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
360172 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
360172 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
360172 write(8, "PID = \n358884\n", 14) = 14
360172 write(3, "INFO:werkzeug:PID = \n358884\n", 28) = 28
360172 write(8, "TID = \n360172\n", 14) = 14
360172 write(3, "INFO:werkzeug:TID = \n360172\n", 28) = 28
360172 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360172 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360172 write(8, "LOG_STOP_wsgi, TS=1715874637.737"..., 36) = 36
360172 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
360172 write(1, "#*# REQ_SEND\n", 13)   = 13
360172 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
360172 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360175 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
360175 write(8, "LOG_START_wsgi ,TS=1715874637.74"..., 38) = 38
360175 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360175 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
360175 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
360175 write(8, "PID = \n358884\n", 14) = 14
360175 write(3, "INFO:werkzeug:PID = \n358884\n", 28) = 28
360175 write(8, "TID = \n360175\n", 14) = 14
360175 write(3, "INFO:werkzeug:TID = \n360175\n", 28) = 28
360175 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360175 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360175 write(8, "LOG_STOP_wsgi, TS=1715874637.748"..., 37) = 37
360175 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360175 write(1, "#*# REQ_SEND\n", 13)   = 13
360175 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
360175 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360163 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
360163 write(2, "{\"message\": \"Response <Response "..., 216) = 216
360163 write(1, "*#* RES_REC\n", 12)    = 12
360163 write(8, "REC_DATA_SIZE=13036\n", 20) = 20
360163 write(3, "INFO:werkzeug:REC_DATA_SIZE=1303"..., 34) = 34
360163 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
360163 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
360163 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
360160 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
360160 write(2, "{\"message\": \"Response <Response "..., 216) = 216
360160 write(1, "*#* RES_REC\n", 12)    = 12
360160 write(8, "REC_DATA_SIZE=12230\n", 20) = 20
360160 write(3, "INFO:werkzeug:REC_DATA_SIZE=1223"..., 34) = 34
360160 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
360160 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
360160 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
360166 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
360166 write(2, "{\"message\": \"Response <Response "..., 216) = 216
360166 write(1, "*#* RES_REC\n", 12)    = 12
360166 write(8, "REC_DATA_SIZE=12156\n", 20) = 20
360166 write(3, "INFO:werkzeug:REC_DATA_SIZE=1215"..., 34) = 34
360166 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
360166 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
360166 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
360169 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
360169 write(2, "{\"message\": \"Response <Response "..., 216) = 216
360169 write(1, "*#* RES_REC\n", 12)    = 12
360169 write(8, "REC_DATA_SIZE=11974\n", 20) = 20
360169 write(3, "INFO:werkzeug:REC_DATA_SIZE=1197"..., 34) = 34
360169 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
360169 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
360169 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
360175 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
360175 write(2, "{\"message\": \"Response <Response "..., 216) = 216
360175 write(1, "*#* RES_REC\n", 12)    = 12
360175 write(8, "REC_DATA_SIZE=11659\n", 20) = 20
360175 write(3, "INFO:werkzeug:REC_DATA_SIZE=1165"..., 34) = 34
360175 write(3, "INFO:jaeger_tracing:Reporting sp"..., 111) = 111
360175 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
360175 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
360178 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
360178 write(8, "LOG_START_wsgi ,TS=1715874638.68"..., 38) = 38
360178 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360178 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
360178 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
360178 write(8, "PID = \n358884\n", 14) = 14
360178 write(3, "INFO:werkzeug:PID = \n358884\n", 28) = 28
360178 write(8, "TID = \n360178\n", 14) = 14
360178 write(3, "INFO:werkzeug:TID = \n360178\n", 28) = 28
360178 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360178 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360178 write(8, "LOG_STOP_wsgi, TS=1715874638.685"..., 37) = 37
360178 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360178 write(1, "#*# REQ_SEND\n", 13)   = 13
360178 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
360178 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360172 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
360172 write(2, "{\"message\": \"Response <Response "..., 216) = 216
360172 write(1, "*#* RES_REC\n", 12)    = 12
360172 write(8, "REC_DATA_SIZE=11973\n", 20) = 20
360172 write(3, "INFO:werkzeug:REC_DATA_SIZE=1197"..., 34) = 34
360172 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
360172 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
360172 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
360181 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
360181 write(8, "LOG_START_wsgi ,TS=1715874638.71"..., 38) = 38
360181 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360181 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
360181 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
360181 write(8, "PID = \n358884\n", 14) = 14
360181 write(3, "INFO:werkzeug:PID = \n358884\n", 28) = 28
360181 write(8, "TID = \n360181\n", 14) = 14
360181 write(3, "INFO:werkzeug:TID = \n360181\n", 28) = 28
360181 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360181 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360181 write(8, "LOG_STOP_wsgi, TS=1715874638.719"..., 37) = 37
360181 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360181 write(1, "#*# REQ_SEND\n", 13)   = 13
360181 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
360181 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360184 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 460) = 460
360184 write(8, "LOG_START_wsgi ,TS=1715874638.75"..., 37) = 37
360184 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
360184 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
360184 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
360184 write(8, "PID = \n358884\n", 14) = 14
360184 write(3, "INFO:werkzeug:PID = \n358884\n", 28) = 28
360184 write(8, "TID = \n360184\n", 14) = 14
360184 write(3, "INFO:werkzeug:TID = \n360184\n", 28) = 28
360184 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360184 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360184 write(8, "LOG_STOP_wsgi, TS=1715874638.750"..., 36) = 36
360184 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
360184 write(1, "#*# REQ_SEND\n", 13)   = 13
360184 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
360184 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360187 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
360187 write(8, "LOG_START_wsgi ,TS=1715874638.76"..., 38) = 38
360187 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360187 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
360187 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
360187 write(8, "PID = \n358884\n", 14) = 14
360187 write(3, "INFO:werkzeug:PID = \n358884\n", 28) = 28
360187 write(8, "TID = \n360187\n", 14) = 14
360187 write(3, "INFO:werkzeug:TID = \n360187\n", 28) = 28
360187 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360187 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360187 write(8, "LOG_STOP_wsgi, TS=1715874638.769"..., 37) = 37
360187 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360187 write(1, "#*# REQ_SEND\n", 13)   = 13
360187 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
360187 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360190 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
360190 write(8, "LOG_START_wsgi ,TS=1715874638.80"..., 38) = 38
360190 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360190 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
360190 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
360190 write(8, "PID = \n358884\n", 14) = 14
360190 write(3, "INFO:werkzeug:PID = \n358884\n", 28) = 28
360190 write(8, "TID = \n360190\n", 14) = 14
360190 write(3, "INFO:werkzeug:TID = \n360190\n", 28) = 28
360190 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360190 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360190 write(8, "LOG_STOP_wsgi, TS=1715874638.801"..., 37) = 37
360190 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360190 write(1, "#*# REQ_SEND\n", 13)   = 13
360190 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
360190 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360193 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
360193 write(8, "LOG_START_wsgi ,TS=1715874638.84"..., 38) = 38
360193 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360193 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
360193 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
360193 write(8, "PID = \n358884\n", 14) = 14
360193 write(3, "INFO:werkzeug:PID = \n358884\n", 28) = 28
360193 write(8, "TID = \n360193\n", 14) = 14
360193 write(3, "INFO:werkzeug:TID = \n360193\n", 28) = 28
360193 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360193 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360193 write(8, "LOG_STOP_wsgi, TS=1715874638.840"..., 37) = 37
360193 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360193 write(1, "#*# REQ_SEND\n", 13)   = 13
360193 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
360193 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360196 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
360196 write(8, "LOG_START_wsgi ,TS=1715874638.88"..., 38) = 38
360196 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360196 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
360196 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
360196 write(8, "PID = \n358884\n", 14) = 14
360196 write(3, "INFO:werkzeug:PID = \n358884\n", 28) = 28
360196 write(8, "TID = \n360196\n", 14) = 14
360196 write(3, "INFO:werkzeug:TID = \n360196\n", 28) = 28
360196 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360196 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360196 write(8, "LOG_STOP_wsgi, TS=1715874638.883"..., 37) = 37
360196 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360196 write(1, "#*# REQ_SEND\n", 13)   = 13
360196 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
360196 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360178 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
360178 write(2, "{\"message\": \"Response <Response "..., 216) = 216
360178 write(1, "*#* RES_REC\n", 12)    = 12
360178 write(8, "REC_DATA_SIZE=12050\n", 20) = 20
360178 write(3, "INFO:werkzeug:REC_DATA_SIZE=1205"..., 34) = 34
360178 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
360178 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
360178 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
360181 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
360181 write(2, "{\"message\": \"Response <Response "..., 216) = 216
360181 write(1, "*#* RES_REC\n", 12)    = 12
360181 write(8, "REC_DATA_SIZE=13142\n", 20) = 20
360181 write(3, "INFO:werkzeug:REC_DATA_SIZE=1314"..., 34) = 34
360181 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
360181 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
360181 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
360184 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
360184 write(2, "{\"message\": \"Response <Response "..., 216) = 216
360184 write(1, "*#* RES_REC\n", 12)    = 12
360184 write(8, "REC_DATA_SIZE=12320\n", 20) = 20
360184 write(3, "INFO:werkzeug:REC_DATA_SIZE=1232"..., 34) = 34
360184 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
360184 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
360184 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
360244 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461 <unfinished ...>
360244 write(8, "LOG_START_wsgi ,TS=1715874639.65"..., 38 <unfinished ...>
360244 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360244 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
360244 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
360245 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 460) = 460
360244 write(8, "PID = \n358884\n", 14) = 14
360244 write(3, "INFO:werkzeug:PID = \n358884\n", 28 <unfinished ...>
360245 write(8, "LOG_START_wsgi ,TS=1715874639.65"..., 37 <unfinished ...>
360245 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51 <unfinished ...>
360244 write(8, "TID = \n360244\n", 14 <unfinished ...>
360244 write(3, "INFO:werkzeug:TID = \n360244\n", 28 <unfinished ...>
360245 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222 <unfinished ...>
360245 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236 <unfinished ...>
360244 write(8, "post_data_form = \nImmutableMulti"..., 41 <unfinished ...>
360244 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360245 write(8, "PID = \n358884\n", 14) = 14
360245 write(3, "INFO:werkzeug:PID = \n358884\n", 28 <unfinished ...>
360244 write(8, "LOG_STOP_wsgi, TS=1715874639.655"..., 37 <unfinished ...>
360244 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51 <unfinished ...>
360245 write(8, "TID = \n360245\n", 14 <unfinished ...>
360244 write(1, "#*# REQ_SEND\n", 13)   = 13
360245 write(3, "INFO:werkzeug:TID = \n360245\n", 28) = 28
360244 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
360245 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360245 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360245 write(8, "LOG_STOP_wsgi, TS=1715874639.657"..., 36 <unfinished ...>
360244 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79 <unfinished ...>
360245 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
360245 write(1, "#*# REQ_SEND\n", 13 <unfinished ...>
360245 write(2, "{\"message\": \"Get with url http:/"..., 405 <unfinished ...>
360245 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360187 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
360187 write(2, "{\"message\": \"Response <Response "..., 216) = 216
360187 write(1, "*#* RES_REC\n", 12)    = 12
360187 write(8, "REC_DATA_SIZE=12403\n", 20) = 20
360187 write(3, "INFO:werkzeug:REC_DATA_SIZE=1240"..., 34) = 34
360187 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
360187 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
360187 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
360190 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
360190 write(2, "{\"message\": \"Response <Response "..., 216) = 216
360190 write(1, "*#* RES_REC\n", 12)    = 12
360190 write(8, "REC_DATA_SIZE=11766\n", 20) = 20
360190 write(3, "INFO:werkzeug:REC_DATA_SIZE=1176"..., 34) = 34
360190 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
360190 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
360190 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
360193 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
360193 write(2, "{\"message\": \"Response <Response "..., 216) = 216
360193 write(1, "*#* RES_REC\n", 12)    = 12
360193 write(8, "REC_DATA_SIZE=12982\n", 20) = 20
360193 write(3, "INFO:werkzeug:REC_DATA_SIZE=1298"..., 34) = 34
360193 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
360193 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
360193 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
360249 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 460) = 460
360249 write(8, "LOG_START_wsgi ,TS=1715874639.73"..., 37) = 37
360249 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
360249 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
360249 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
360249 write(8, "PID = \n358884\n", 14) = 14
360249 write(3, "INFO:werkzeug:PID = \n358884\n", 28) = 28
360249 write(8, "TID = \n360249\n", 14) = 14
360249 write(3, "INFO:werkzeug:TID = \n360249\n", 28) = 28
360249 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360249 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360249 write(8, "LOG_STOP_wsgi, TS=1715874639.734"..., 36) = 36
360249 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
360249 write(1, "#*# REQ_SEND\n", 13)   = 13
360249 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
360249 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360196 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
360196 write(2, "{\"message\": \"Response <Response "..., 216) = 216
360196 write(1, "*#* RES_REC\n", 12)    = 12
360196 write(8, "REC_DATA_SIZE=12375\n", 20) = 20
360196 write(3, "INFO:werkzeug:REC_DATA_SIZE=1237"..., 34) = 34
360196 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
360196 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
360196 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
360245 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
