359571 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 364) = 364
360035 write(3, "INFO:werkzeug:REC_DATA_SIZE=1237"..., 34) = 34
360035 write(16, "[{\"Name\": \"Las Aventuras De Tom "..., 12328) = 12328
360035 write(3, "INFO:jaeger_tracing:Reporting sp"..., 90) = 90
360035 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
360035 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
360046 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
360046 write(2, "{\"message\": \"Response <Response "..., 202) = 202
360046 write(1, "*#* RES_REC\n", 12)    = 12
360046 write(8, "REC_DATA_SIZE=12174\n", 20) = 20
360046 write(3, "INFO:werkzeug:REC_DATA_SIZE=1217"..., 34) = 34
360046 write(11, "[{\"Name\": \"Malevolence\", \"Rating"..., 12125) = 12125
360050 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
360046 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
360050 write(2, "{\"message\": \"Response <Response "..., 202) = 202
360046 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
360050 write(1, "*#* RES_REC\n", 12)    = 12
360046 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
360050 write(8, "REC_DATA_SIZE=12233\n", 20) = 20
360050 write(3, "INFO:werkzeug:REC_DATA_SIZE=1223"..., 34) = 34
360050 write(11, "[{\"Name\": \"Made in America\", \"Ra"..., 12184) = 12184
360050 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
360050 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
360050 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
360088 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
360088 write(8, "LOG_START_wsgi ,TS=1715874634.85"..., 38) = 38
360088 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360088 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
360088 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
360088 write(8, "PID = \n358864\n", 14) = 14
360088 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
360088 write(8, "TID = \n360088\n", 14) = 14
360088 write(3, "INFO:werkzeug:TID = \n360088\n", 28) = 28
360088 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360088 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360088 write(8, "LOG_STOP_wsgi, TS=1715874634.854"..., 37) = 37
360088 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360088 write(1, "#*# REQ_SEND\n", 13)   = 13
360088 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
360089 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
360088 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360089 write(8, "LOG_START_wsgi ,TS=1715874634.86"..., 38) = 38
360089 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360089 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
360089 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
360089 write(8, "PID = \n358864\n", 14) = 14
360089 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
360089 write(8, "TID = \n360089\n", 14) = 14
360089 write(3, "INFO:werkzeug:TID = \n360089\n", 28) = 28
360089 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360089 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360089 write(8, "LOG_STOP_wsgi, TS=1715874634.860"..., 37) = 37
360089 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360089 write(1, "#*# REQ_SEND\n", 13)   = 13
360089 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
360089 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360094 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365 <unfinished ...>
360094 write(8, "LOG_START_wsgi ,TS=1715874634.92"..., 38) = 38
360094 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360094 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
360095 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
360094 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
360094 write(8, "PID = \n358864\n", 14) = 14
360094 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
360095 write(8, "LOG_START_wsgi ,TS=1715874634.93"..., 38) = 38
360096 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 364) = 364
360095 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360094 write(8, "TID = \n360094\n", 14) = 14
360094 write(3, "INFO:werkzeug:TID = \n360094\n", 28 <unfinished ...>
360096 write(8, "LOG_START_wsgi ,TS=1715874634.93"..., 37 <unfinished ...>
360096 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
360095 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
360095 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160 <unfinished ...>
360094 write(8, "post_data_form = \nImmutableMulti"..., 41 <unfinished ...>
360094 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
360096 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146 <unfinished ...>
360096 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
360095 write(8, "PID = \n358864\n", 14) = 14
360095 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
360094 write(8, "LOG_STOP_wsgi, TS=1715874634.929"..., 37) = 37
360094 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51 <unfinished ...>
360096 write(8, "PID = \n358864\n", 14 <unfinished ...>
360094 write(1, "#*# REQ_SEND\n", 13)   = 13
360096 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
360094 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
360095 write(8, "TID = \n360095\n", 14) = 14
360095 write(3, "INFO:werkzeug:TID = \n360095\n", 28) = 28
360096 write(8, "TID = \n360096\n", 14) = 14
360094 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360095 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360096 write(3, "INFO:werkzeug:TID = \n360096\n", 28) = 28
360096 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360095 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360096 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360095 write(8, "LOG_STOP_wsgi, TS=1715874634.931"..., 37 <unfinished ...>
360095 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360096 write(8, "LOG_STOP_wsgi, TS=1715874634.932"..., 36) = 36
360095 write(1, "#*# REQ_SEND\n", 13)   = 13
360096 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
360095 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
360096 write(1, "#*# REQ_SEND\n", 13)   = 13
360096 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
360095 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360096 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360101 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
360101 write(8, "LOG_START_wsgi ,TS=1715874634.96"..., 38) = 38
360101 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360101 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
360101 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
360101 write(8, "PID = \n358864\n", 14) = 14
360101 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
360101 write(8, "TID = \n360101\n", 14) = 14
360101 write(3, "INFO:werkzeug:TID = \n360101\n", 28) = 28
360101 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360101 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360101 write(8, "LOG_STOP_wsgi, TS=1715874634.960"..., 37) = 37
360101 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360101 write(1, "#*# REQ_SEND\n", 13)   = 13
360101 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
360101 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360106 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
360106 write(8, "LOG_START_wsgi ,TS=1715874634.98"..., 38) = 38
360106 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360106 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
360106 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
360106 write(8, "PID = \n358864\n", 14) = 14
360106 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
360106 write(8, "TID = \n360106\n", 14) = 14
360106 write(3, "INFO:werkzeug:TID = \n360106\n", 28) = 28
360106 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360106 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360106 write(8, "LOG_STOP_wsgi, TS=1715874634.984"..., 37) = 37
360106 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360106 write(1, "#*# REQ_SEND\n", 13)   = 13
360106 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
360106 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360088 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
360088 write(2, "{\"message\": \"Response <Response "..., 202) = 202
360088 write(1, "*#* RES_REC\n", 12)    = 12
360088 write(8, "REC_DATA_SIZE=12288\n", 20) = 20
360088 write(3, "INFO:werkzeug:REC_DATA_SIZE=1228"..., 34) = 34
360088 write(13, "[{\"Name\": \"The Land of Laughs\", "..., 12239) = 12239
360088 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
360088 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
360088 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
360137 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
360137 write(8, "LOG_START_wsgi ,TS=1715874635.78"..., 38) = 38
360137 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360137 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
360137 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
360137 write(8, "PID = \n358864\n", 14) = 14
360137 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
360137 write(8, "TID = \n360137\n", 14) = 14
360137 write(3, "INFO:werkzeug:TID = \n360137\n", 28) = 28
360137 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360137 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360137 write(8, "LOG_STOP_wsgi, TS=1715874635.781"..., 37) = 37
360137 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360137 write(1, "#*# REQ_SEND\n", 13)   = 13
360137 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
360137 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360089 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
360089 write(2, "{\"message\": \"Response <Response "..., 202) = 202
360089 write(1, "*#* RES_REC\n", 12)    = 12
360089 write(8, "REC_DATA_SIZE=12155\n", 20) = 20
360089 write(3, "INFO:werkzeug:REC_DATA_SIZE=1215"..., 34) = 34
360089 write(12, "[{\"Name\": \"What a Carve Up!\", \"R"..., 12106) = 12106
360089 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
360089 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
360089 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
360094 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
360094 write(2, "{\"message\": \"Response <Response "..., 202) = 202
360094 write(1, "*#* RES_REC\n", 12)    = 12
360094 write(8, "REC_DATA_SIZE=12848\n", 20) = 20
360094 write(3, "INFO:werkzeug:REC_DATA_SIZE=1284"..., 34) = 34
360094 write(10, "[{\"Name\": \"Theological Tractates"..., 12799) = 12799
360094 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
360094 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
360094 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
360096 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
360096 write(2, "{\"message\": \"Response <Response "..., 202) = 202
360096 write(1, "*#* RES_REC\n", 12)    = 12
360096 write(8, "REC_DATA_SIZE=13113\n", 20) = 20
360096 write(3, "INFO:werkzeug:REC_DATA_SIZE=1311"..., 34) = 34
360096 write(10, "[{\"Name\": \"Pieces of You\", \"Rati"..., 13064) = 13064
360096 write(3, "INFO:jaeger_tracing:Reporting sp"..., 90) = 90
360096 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
360096 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
360141 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
360141 write(8, "LOG_START_wsgi ,TS=1715874635.85"..., 38) = 38
360141 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360141 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
360141 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
360141 write(8, "PID = \n358864\n", 14) = 14
360141 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
360141 write(8, "TID = \n360141\n", 14) = 14
360141 write(3, "INFO:werkzeug:TID = \n360141\n", 28) = 28
360141 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360141 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360141 write(8, "LOG_STOP_wsgi, TS=1715874635.852"..., 37) = 37
360141 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360141 write(1, "#*# REQ_SEND\n", 13)   = 13
360141 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
360141 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360144 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
360144 write(8, "LOG_START_wsgi ,TS=1715874635.86"..., 38) = 38
360144 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360144 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
360144 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
360144 write(8, "PID = \n358864\n", 14) = 14
360144 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
360144 write(8, "TID = \n360144\n", 14) = 14
360144 write(3, "INFO:werkzeug:TID = \n360144\n", 28) = 28
360144 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360144 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360144 write(8, "LOG_STOP_wsgi, TS=1715874635.861"..., 37) = 37
360144 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360144 write(1, "#*# REQ_SEND\n", 13)   = 13
360144 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
360144 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360101 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
360101 write(2, "{\"message\": \"Response <Response "..., 202) = 202
360101 write(1, "*#* RES_REC\n", 12)    = 12
360101 write(8, "REC_DATA_SIZE=11973\n", 20) = 20
360101 write(3, "INFO:werkzeug:REC_DATA_SIZE=1197"..., 34) = 34
360101 write(17, "[{\"Name\": \"Stopping Time, Part 1"..., 11924) = 11924
360101 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
360101 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
360101 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
360095 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
360095 write(2, "{\"message\": \"Response <Response "..., 202) = 202
360095 write(1, "*#* RES_REC\n", 12)    = 12
360095 write(8, "REC_DATA_SIZE=12431\n", 20) = 20
360095 write(3, "INFO:werkzeug:REC_DATA_SIZE=1243"..., 34) = 34
360095 write(17, "[{\"Name\": \"The Haunted Looking G"..., 12382) = 12382
360095 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
360095 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
360095 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
360106 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
360106 write(2, "{\"message\": \"Response <Response "..., 202) = 202
360106 write(1, "*#* RES_REC\n", 12)    = 12
360106 write(8, "REC_DATA_SIZE=12062\n", 20) = 20
360106 write(3, "INFO:werkzeug:REC_DATA_SIZE=1206"..., 34) = 34
360106 write(15, "[{\"Name\": \"In His Steps\", \"Ratin"..., 12013) = 12013
360106 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
360106 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
360106 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
360137 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
360137 write(2, "{\"message\": \"Response <Response "..., 202) = 202
360137 write(1, "*#* RES_REC\n", 12)    = 12
360137 write(8, "REC_DATA_SIZE=11588\n", 20) = 20
360137 write(3, "INFO:werkzeug:REC_DATA_SIZE=1158"..., 34) = 34
360137 write(13, "[{\"Name\": \"The Scent of Shadows\""..., 11539) = 11539
360137 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
360137 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
360137 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
360141 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
360141 write(2, "{\"message\": \"Response <Response "..., 202) = 202
360141 write(1, "*#* RES_REC\n", 12)    = 12
360141 write(8, "REC_DATA_SIZE=11883\n", 20) = 20
360141 write(3, "INFO:werkzeug:REC_DATA_SIZE=1188"..., 34) = 34
360141 write(11, "[{\"Name\": \"Fight with Me\", \"Rati"..., 11834) = 11834
360141 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
360141 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
360141 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
360144 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
360144 write(2, "{\"message\": \"Response <Response "..., 202) = 202
360144 write(1, "*#* RES_REC\n", 12)    = 12
360144 write(8, "REC_DATA_SIZE=12388\n", 20) = 20
360144 write(3, "INFO:werkzeug:REC_DATA_SIZE=1238"..., 34) = 34
360144 write(10, "[{\"Name\": \"Onward Towards Our No"..., 12339) = 12339
360144 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
360144 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
360144 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
360147 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 364) = 364
360147 write(8, "LOG_START_wsgi ,TS=1715874636.77"..., 37) = 37
360147 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
360147 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
360147 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
360147 write(8, "PID = \n358864\n", 14) = 14
360147 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
360147 write(8, "TID = \n360147\n", 14) = 14
360147 write(3, "INFO:werkzeug:TID = \n360147\n", 28) = 28
360147 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360147 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360147 write(8, "LOG_STOP_wsgi, TS=1715874636.777"..., 36) = 36
360147 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
360147 write(1, "#*# REQ_SEND\n", 13)   = 13
360147 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
360147 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360150 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
360150 write(8, "LOG_START_wsgi ,TS=1715874636.82"..., 38) = 38
360150 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360150 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
360150 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
360150 write(8, "PID = \n358864\n", 14) = 14
360150 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
360150 write(8, "TID = \n360150\n", 14) = 14
360150 write(3, "INFO:werkzeug:TID = \n360150\n", 28) = 28
360150 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360150 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360150 write(8, "LOG_STOP_wsgi, TS=1715874636.824"..., 37) = 37
360150 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360150 write(1, "#*# REQ_SEND\n", 13)   = 13
360150 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
360150 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360153 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
360153 write(8, "LOG_START_wsgi ,TS=1715874636.84"..., 38) = 38
360153 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360153 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
360153 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
360153 write(8, "PID = \n358864\n", 14) = 14
360153 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
360153 write(8, "TID = \n360153\n", 14) = 14
360153 write(3, "INFO:werkzeug:TID = \n360153\n", 28) = 28
360153 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360153 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360153 write(8, "LOG_STOP_wsgi, TS=1715874636.845"..., 37) = 37
360153 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360153 write(1, "#*# REQ_SEND\n", 13)   = 13
360153 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
360153 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360156 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
360156 write(8, "LOG_START_wsgi ,TS=1715874636.85"..., 38) = 38
360156 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360156 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
360156 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
360156 write(8, "PID = \n358864\n", 14) = 14
360156 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
360156 write(8, "TID = \n360156\n", 14) = 14
360156 write(3, "INFO:werkzeug:TID = \n360156\n", 28) = 28
360156 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360156 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360156 write(8, "LOG_STOP_wsgi, TS=1715874636.851"..., 37) = 37
360156 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360156 write(1, "#*# REQ_SEND\n", 13)   = 13
360156 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
360156 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360159 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
360159 write(8, "LOG_START_wsgi ,TS=1715874636.89"..., 38) = 38
360159 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360159 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
360159 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
360159 write(8, "PID = \n358864\n", 14) = 14
360159 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
360159 write(8, "TID = \n360159\n", 14) = 14
360159 write(3, "INFO:werkzeug:TID = \n360159\n", 28) = 28
360159 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360159 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360159 write(8, "LOG_STOP_wsgi, TS=1715874636.897"..., 37) = 37
360159 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360159 write(1, "#*# REQ_SEND\n", 13)   = 13
360159 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
360159 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360161 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
360161 write(8, "LOG_START_wsgi ,TS=1715874636.90"..., 38) = 38
360161 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360161 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
360161 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
360161 write(8, "PID = \n358864\n", 14) = 14
360161 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
360161 write(8, "TID = \n360161\n", 14) = 14
360161 write(3, "INFO:werkzeug:TID = \n360161\n", 28) = 28
360161 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360161 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360161 write(8, "LOG_STOP_wsgi, TS=1715874636.904"..., 37) = 37
360161 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360161 write(1, "#*# REQ_SEND\n", 13)   = 13
360161 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
360161 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360165 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 364) = 364
360165 write(8, "LOG_START_wsgi ,TS=1715874636.95"..., 37) = 37
360165 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
360165 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
360165 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
360165 write(8, "PID = \n358864\n", 14) = 14
360165 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
360165 write(8, "TID = \n360165\n", 14) = 14
360165 write(3, "INFO:werkzeug:TID = \n360165\n", 28) = 28
360165 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360165 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360165 write(8, "LOG_STOP_wsgi, TS=1715874636.958"..., 36) = 36
360165 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
360165 write(1, "#*# REQ_SEND\n", 13)   = 13
360165 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
360165 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360147 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
360147 write(2, "{\"message\": \"Response <Response "..., 202) = 202
360147 write(1, "*#* RES_REC\n", 12)    = 12
360147 write(8, "REC_DATA_SIZE=11955\n", 20) = 20
360147 write(3, "INFO:werkzeug:REC_DATA_SIZE=1195"..., 34) = 34
